PUBCHEM_RESULT_TAG,PUBCHEM_SID,PUBCHEM_CID,PUBCHEM_ACTIVITY_OUTCOME,PUBCHEM_ACTIVITY_SCORE,PUBCHEM_ACTIVITY_URL,PUBCHEM_ASSAYDATA_COMMENT,Phenotype,Potency,Efficacy,Analysis Comment,Curve_Description,Fit_LogAC50,Fit_HillSlope,Fit_R2,Fit_InfiniteActivity,Fit_ZeroActivity,Fit_CurveClass,Excluded_Points,Max_Response,Activity at 0.053 uM,Activity at 0.263 uM,Activity at 1.320 uM,Activity at 6.580 uM,Activity at 32.90 uM,Compound QC
RESULT_TYPE,,,,,,,STRING,FLOAT,FLOAT,STRING,STRING,FLOAT,FLOAT,FLOAT,FLOAT,FLOAT,FLOAT,STRING,FLOAT,FLOAT,FLOAT,FLOAT,FLOAT,FLOAT,STRING
345,22400550,135521417,Active,91,http://assay.nih.gov/htsws/rest/display/plp-yeast-p1/MLS000589551-01,,Activator,1,170.388,,Complete curve; high efficacy,-6,1.4487,0.9806,149.633,-20.7544,1.1,0 0 0 0,158.846,,-3.746,84.3552,126.761,158.846,QC'd by InterBioScreen
346,22400569,135470005,Active,42,http://assay.nih.gov/htsws/rest/display/plp-yeast-p1/MLS000591946-01,,Activator,10,77.3147,,Partial curve; high efficacy,-5,4.9549,0.9999,84.3147,7,2.1,0 0 0 0,84.1464,,6.8651,7.5475,15.9097,84.1464,QC'd by InterBioScreen
347,22400588,135521420,Active,52,http://assay.nih.gov/htsws/rest/display/plp-yeast-p1/MLS000592186-01,,Activator,5.6234,338.761,,Partial curve; high efficacy,-5.25,1.6266,0.9917,328.199,-10.5626,2.1,0 0 0 0,303.888,,6.5165,2.1,179.635,303.888,QC'd by InterBioScreen
348,22400629,15944702,Active,49,http://assay.nih.gov/htsws/rest/display/plp-yeast-p1/MLS000589032-01,,Activator,3.1623,176.615,,Partial curve; high efficacy,-5.5,4.095,1,184.158,7.5428,2.1,0 0 0 1,13.0083,,7.771,12.258,175.388,13.0083,QC'd by InterBioScreen
349,22400821,15944722,Active,43,http://assay.nih.gov/htsws/rest/display/plp-yeast-p1/MLS000696570-01,,Activator,7.9433,95.376,,Partial curve; high efficacy,-5.1,1.9673,0.9609,96.5925,1.2164,2.1,0 0 0 0,90.9534,,11.077,-6.9887,40.9648,90.9534,QC'd by Life Chemicals
350,22400823,15944723,Active,43,http://assay.nih.gov/htsws/rest/display/plp-yeast-p1/MLS000696559-01,,Activator,10,111.206,,Partial curve; high efficacy,-5,3.0654,0.9925,114.784,3.5781,2.1,0 0 0 0,111.875,,8.9372,-1.7527,28.1999,111.875,QC'd by Life Chemicals
351,22400975,5691857,Active,45,http://assay.nih.gov/htsws/rest/display/plp-yeast-p1/MLS000409303-01,,Activator,14.1254,257.117,,Partial curve; high efficacy,-4.85,4.9549,0.996,258.589,1.4719,2.1,0 0 0 0,255.018,,10.8485,-8.6615,6.928,255.018,QC'd by Enamine
352,22401001,135521434,Active,59,http://assay.nih.gov/htsws/rest/display/plp-yeast-p1/MLS000401565-01,,Activator,1.7783,334.518,,Partial curve; high efficacy,-5.75,0.9,0.9986,307.828,-26.6897,2.1,0 0 0 0,288.229,,21.3319,120.974,223.381,288.229,QC'd by Enamine
353,22401077,15944741,Active,52,http://assay.nih.gov/htsws/rest/display/plp-yeast-p1/MLS000408919-01,,Activator,3.5481,266.741,,Partial curve; high efficacy,-5.45,2.5884,1,257.085,-9.6566,2.1,0 0 0 1,-36.7768,,-8.9684,9.9313,212.116,-36.7768,QC'd by Enamine
354,22401104,5852098,Active,42,http://assay.nih.gov/htsws/rest/display/plp-yeast-p1/MLS000391539-01,,Activator,11.2202,92.2331,,Partial curve; high efficacy,-4.95,3.6272,0.9979,101.614,9.3804,2.1,0 0 0 0,99.621,,12.0678,7.228,21.1647,99.621,QC'd by Enamine
355,22401151,2089376,Active,41,http://assay.nih.gov/htsws/rest/display/plp-yeast-p1/MLS000390660-01,,Activator,22.3872,152.441,,Partial curve; high efficacy,-4.65,4.9549,0.9921,159.425,6.9842,2.1,0 0 0 0,139.847,,14.61,0.1633,6.2574,139.847,QC'd by Enamine
356,22401183,135469942,Active,51,http://assay.nih.gov/htsws/rest/display/plp-yeast-p1/MLS000591947-01,,Activator,10,463.626,,Partial curve; high efficacy,-5,4.9549,0.9997,454.405,-9.2213,2.1,0 0 0 0,453.498,,-13.5222,-4.8565,43.001,453.498,QC'd by InterBioScreen
357,22401212,6211931,Active,73,http://assay.nih.gov/htsws/rest/display/plp-yeast-p1/MLS000394172-01,,Activator,3.1623,651.489,,Partial curve; high efficacy,-5.5,4.9549,1,651.489,0,2.1,0 0 0 1,22.5933,,0.6628,9.831,634.98,22.5933,QC'd by Enamine
358,22401215,135521442,Active,46,http://assay.nih.gov/htsws/rest/display/plp-yeast-p1/MLS000394255-01,,Activator,5.6234,158.154,,Partial curve; high efficacy,-5.25,1.8265,0.9977,152.206,-5.9481,2.1,0 0 0 0,144.958,,-1.8973,0.265,86.213,144.958,QC'd by Enamine
359,22401225,2715724,Active,47,http://assay.nih.gov/htsws/rest/display/plp-yeast-p1/MLS000394229-01,,Activator,2.5119,149.282,,Partial curve; high efficacy,-5.6,2.4729,1,129.938,-19.3436,2.1,0 0 0 1,-13.9065,,-18.3769,5.9697,117.062,-13.9065,QC'd by Enamine
360,22401308,135420789,Active,45,http://assay.nih.gov/htsws/rest/display/plp-yeast-p1/MLS000588064-01,,Activator,11.2202,214.174,,Partial curve; high efficacy,-4.95,3.6772,0.999,219.507,5.3336,2.1,0 0 0 0,215.203,,9.7019,1.861,32.1067,215.203,QC'd by InterBioScreen
361,22401418,135521469,Active,47,http://assay.nih.gov/htsws/rest/display/plp-yeast-p1/MLS000417678-01,,Activator,10,289.577,,Partial curve; high efficacy,-5,4.5045,1,287.189,-2.3881,2.1,0 0 0 0,286.616,,-3.1976,-2.0003,34.9578,286.616,QC'd by Enamine
362,22401452,15944772,Active,42,http://assay.nih.gov/htsws/rest/display/plp-yeast-p1/MLS000582541-01,,Activator,11.2202,111.038,,Partial curve; high efficacy,-4.95,2.3531,0.9859,102.37,-8.6686,2.1,0 0 0 0,93.7453,,-15.9045,-1.211,17.4222,93.7453,QC'd by Chem Div
363,22401475,135521476,Active,43,http://assay.nih.gov/htsws/rest/display/plp-yeast-p1/MLS000585493-01,,Activator,6.3096,68.75,,Partial curve; partial efficacy,-5.2,1.4641,0.9463,78.25,9.5,2.2,0 0 0 0,71.5278,,17.1539,6.8063,47.8664,71.5278,QC'd by Chem Div
364,22401592,15944801,Active,43,http://assay.nih.gov/htsws/rest/display/plp-yeast-p1/MLS000563483-01,,Activator,12.5893,173.459,,Partial curve; high efficacy,-4.9,1.8579,0.9938,172.792,-0.6678,2.1,0 0 0 0,147.685,,-7.0018,8.8509,38.8738,147.685,QC'd by K H Lee - Univ. of North Carolin
365,22401616,135521482,Active,42,http://assay.nih.gov/htsws/rest/display/plp-yeast-p1/MLS000393335-01,,Activator,10,61.0033,,Partial curve; partial efficacy,-5,3.9295,0.9999,68.5033,7.5,2.2,1 0 0 0,67.7815,,26.2792,7.1844,17.4887,67.7815,QC'd by Enamine
366,22401628,2490950,Active,57,http://assay.nih.gov/htsws/rest/display/plp-yeast-p1/MLS000334449-01,,Activator,3.5481,374.479,,Partial curve; high efficacy,-5.45,3.2475,1,366.61,-7.8689,2.1,0 0 0 1,7.4136,,-7.9304,5.2433,321.588,7.4136,QC'd by Enamine
367,22401751,135451196,Active,49,http://assay.nih.gov/htsws/rest/display/plp-yeast-p1/MLS000591058-01,,Activator,10,376.652,,Partial curve; high efficacy,-5,3.6772,0.9975,369.704,-6.9479,2.1,0 0 0 0,364.6,,4.2458,-16.9175,56.5852,364.6,QC'd by InterBioScreen
368,22401799,135521493,Active,54,http://assay.nih.gov/htsws/rest/display/plp-yeast-p1/MLS000588760-01,,Activator,5.6234,392.674,,Partial curve; high efficacy,-5.25,1.8265,0.9992,376.741,-15.9329,2.1,0 0 0 0,360.863,,-8.6584,3.3782,208.798,360.863,QC'd by InterBioScreen
369,22401829,135521496,Active,51,http://assay.nih.gov/htsws/rest/display/plp-yeast-p1/MLS000589102-01,,Activator,4.4668,258.748,,Partial curve; high efficacy,-5.35,1.1341,0.9972,248.932,-9.8159,2.1,0 0 0 0,231.78,,-0.4393,45.1858,142.077,231.78,QC'd by InterBioScreen
370,22401855,135521499,Active,51,http://assay.nih.gov/htsws/rest/display/plp-yeast-p1/MLS000591137-01,,Activator,8.9125,401.648,,Partial curve; high efficacy,-5.05,2.2526,1,396.552,-5.0962,2.1,0 0 0 0,375.523,,-4.2468,-0.9442,129.002,375.523,QC'd by InterBioScreen
371,22402022,1997393,Active,86,http://assay.nih.gov/htsws/rest/display/plp-yeast-p1/MLS000590203-01,,Activator,3.9811,143.948,,Complete curve; high efficacy,-5.4,3.1925,0.9997,137.456,-6.492,1.1,0 0 0 0,137.181,,-4.8183,-3.8247,112.737,137.181,QC'd by InterBioScreen
372,22402611,135432786,Active,44,http://assay.nih.gov/htsws/rest/display/plp-yeast-p1/MLS000588495-01,,Activator,12.5893,195.731,,Partial curve; high efficacy,-4.9,4.5045,0.9997,195.684,-0.0469,2.1,0 0 0 0,192.982,,1.2048,-2.4824,10.7721,192.982,QC'd by InterBioScreen
373,22402614,6877639,Active,47,http://assay.nih.gov/htsws/rest/display/plp-yeast-p1/MLS000704610-01,,Activator,3.1623,154.065,,Partial curve; high efficacy,-5.5,1.9887,0.9999,142.371,-11.6935,2.1,0 0 0 1,-4.0433,,-9.7446,10.8345,113.534,-4.0433,QC'd by Specs
374,22402658,5048960,Active,46,http://assay.nih.gov/htsws/rest/display/plp-yeast-p1/MLS000698271-01,,Activator,10,239.518,,Partial curve; high efficacy,-5,1.9282,1,236.494,-3.0238,2.1,0 0 0 0,214.215,,-2.5199,1.7779,70.1785,214.215,QC'd by Specs
375,22402733,135521547,Active,51,http://assay.nih.gov/htsws/rest/display/plp-yeast-p1/MLS000332530-01,,Activator,3.9811,256.857,,Partial curve; high efficacy,-5.4,2.1876,0.9997,244.278,-12.5794,2.1,0 0 0 0,243.79,,-10.4828,6.2487,178.118,243.79,QC'd by InterBioScreen
376,22403046,135521558,Active,90,http://assay.nih.gov/htsws/rest/display/plp-yeast-p1/MLS000331799-01,,Activator,4.4668,247.865,,Complete curve; high efficacy,-5.35,3.5117,0.997,244.846,-3.0192,1.1,0 0 0 0,242.902,,5.5675,-7.7377,197.013,242.902,QC'd by InterBioScreen
377,22403142,5346075,Active,44,http://assay.nih.gov/htsws/rest/display/plp-yeast-p1/MLS000683410-01,,Activator,11.2202,182.667,,Partial curve; high efficacy,-4.95,2.9523,0.9899,174.782,-7.8851,2.1,0 0 0 0,167.416,,-18.17,2.8763,22.5447,167.416,QC'd by ChemBridge
378,22403430,3431552,Active,44,http://assay.nih.gov/htsws/rest/display/plp-yeast-p1/MLS000402535-01,,Activator,3.5481,93.1467,,Partial curve; high efficacy,-5.45,3.2475,1,94.4679,1.3212,2.1,0 0 0 1,0.8663,,1.5117,5.0097,83.2999,0.8663,QC'd by Enamine
379,22403431,9654767,Active,42,http://assay.nih.gov/htsws/rest/display/plp-yeast-p1/MLS000402536-01,,Activator,12.5893,114.959,,Partial curve; high efficacy,-4.9,1.3987,0.9914,109.967,-4.9926,2.1,0 0 0 0,87.2751,,-7.7031,4.9295,25.4271,87.2751,QC'd by Enamine
380,22403649,4525029,Active,41,http://assay.nih.gov/htsws/rest/display/plp-yeast-p1/MLS000699401-01,,Activator,22.3872,61.4687,,Partial curve; partial efficacy,-4.65,4.9549,0.9456,72.9687,11.5,2.2,0 0 0 0,64.9653,,7.0088,20.7903,7.7516,64.9653,QC'd by Specs
381,22403669,878585,Active,41,http://assay.nih.gov/htsws/rest/display/plp-yeast-p1/MLS000683468-01,,Activator,11.2202,65.1922,,Partial curve; partial efficacy,-4.95,4.5045,0.9918,65.6163,0.4241,2.2,0 0 0 0,65.1292,,3.549,-3.4555,6.0959,65.1292,QC'd by ChemBridge
382,22403754,2900185,Active,45,http://assay.nih.gov/htsws/rest/display/plp-yeast-p1/MLS000681054-01,,Activator,3.1623,88.4035,,Partial curve; high efficacy,-5.5,3.5722,1,92.7817,4.3782,2.1,0 0 0 1,-0.2115,,4.4382,8.2704,86.8742,-0.2115,QC'd by ChemBridge
383,22403842,9689461,Active,42,http://assay.nih.gov/htsws/rest/display/plp-yeast-p1/MLS000390297-01,,Activator,15.8489,119.748,,Partial curve; high efficacy,-4.8,4.095,0.9855,122.925,3.1764,2.1,0 0 0 0,117.071,,-5.5261,11.2614,6.2756,117.071,QC'd by Enamine
384,22404294,1229795,Active,43,http://assay.nih.gov/htsws/rest/display/plp-yeast-p1/MLS000703970-01,,Activator,15.8489,183.724,,Partial curve; high efficacy,-4.8,4.095,0.9997,184.139,0.4148,2.1,0 0 0 0,175.371,,1.7828,-1.8699,5.5716,175.371,QC'd by Specs
385,22404339,9627256,Active,41,http://assay.nih.gov/htsws/rest/display/plp-yeast-p1/MLS000390302-01,,Activator,22.3872,76.8836,,Partial curve; partial efficacy,-4.65,4.9549,0.976,86.3183,9.4347,2.2,0 0 0 0,76.4647,,16.8522,5.1578,6.586,76.4647,QC'd by Enamine
386,22404340,9613462,Active,42,http://assay.nih.gov/htsws/rest/display/plp-yeast-p1/MLS000390301-01,,Activator,8.9125,83.1604,,Partial curve; high efficacy,-5.05,2.2526,0.9928,85.2255,2.0651,2.1,0 0 0 0,81.1034,,5.9565,-0.6342,29.4392,81.1034,QC'd by Enamine
387,22404385,5390849,Active,42,http://assay.nih.gov/htsws/rest/display/plp-yeast-p1/MLS000756193-01,,Activator,10,78.925,,Partial curve; partial efficacy,-5,3.132,0.9964,79.7532,0.8282,2.2,0 0 0 0,78.0591,,3.3765,-1.8199,17.9109,78.0591,QC'd by Specs
388,22404459,2721335,Active,42,http://assay.nih.gov/htsws/rest/display/plp-yeast-p1/MLS000665393-01,,Activator,10,68.8886,,Partial curve; partial efficacy,-5,4.9549,0.9939,69.1253,0.2367,2.2,0 0 0 0,69.0281,,-3.0495,3.3624,7.8071,69.0281,QC'd by ChemBridge
389,22404590,2305909,Active,54,http://assay.nih.gov/htsws/rest/display/plp-yeast-p1/MLS000394945-01,,Activator,3.1623,285.691,,Partial curve; high efficacy,-5.5,4.9549,1,287.081,1.3901,2.1,0 0 0 1,-1.1996,,1.7809,5.6367,279.806,-1.1996,QC'd by Enamine
390,22404670,1791940,Active,46,http://assay.nih.gov/htsws/rest/display/plp-yeast-p1/MLS000701544-01,,Activator,2.8184,111.676,,Partial curve; high efficacy,-5.55,3.0654,1,109.705,-1.9713,2.1,0 0 0 1,1.063,,-2.077,8.218,102.146,1.063,QC'd by Specs
391,22404857,2500386,Active,89,http://assay.nih.gov/htsws/rest/display/plp-yeast-p1/MLS000707782-01,,Activator,3.1623,1000.62,,Partial curve; high efficacy,-5.5,4.095,1,987.396,-13.2225,2.1,0 0 0 1,-13.5536,,-11.0188,13.52,940.378,-13.5536,QC'd by Enamine
392,22404947,6904280,Active,44,http://assay.nih.gov/htsws/rest/display/plp-yeast-p1/MLS000394872-01,,Activator,7.0795,123.08,,Partial curve; high efficacy,-5.15,1.8265,0.9754,126.371,3.2907,2.1,0 0 0 0,117.01,,13.3639,-1.7097,62.1287,117.01,QC'd by Enamine
393,22405324,7314608,Active,54,http://assay.nih.gov/htsws/rest/display/plp-yeast-p1/MLS000702109-01,,Activator,3.5481,295.388,,Partial curve; high efficacy,-5.45,2.3031,1,289.829,-5.5596,2.1,0 0 0 1,-85.9915,,-4.633,21.9749,232.234,-85.9915,QC'd by Specs
394,22405384,54687288,Active,42,http://assay.nih.gov/htsws/rest/display/plp-yeast-p1/MLS000700659-01,,Activator,12.5893,110.22,,Partial curve; high efficacy,-4.9,1.8079,0.9976,117.92,7.7004,2.1,0 0 0 0,101.831,,5.8381,12.5501,32.7444,101.831,QC'd by Specs
395,22405492,15945060,Active,55,http://assay.nih.gov/htsws/rest/display/plp-yeast-p1/MLS000574902-01,,Activator,5.6234,385.188,,Partial curve; high efficacy,-5.25,1.4163,0.9998,390.525,5.337,2.1,0 0 0 0,363.618,,7.8155,49.0672,222.119,363.618,QC'd by K H Lee - Univ. of North Carolin
396,22405553,5168995,Active,41,http://assay.nih.gov/htsws/rest/display/plp-yeast-p1/MLS000390057-01,,Activator,11.2202,62.1566,,Partial curve; partial efficacy,-4.95,2.9023,0.9984,65.0959,2.9393,2.2,0 0 0 0,62.3288,,4.2807,1.7216,13.4035,62.3288,QC'd by Enamine
397,22405683,4840954,Active,42,http://assay.nih.gov/htsws/rest/display/plp-yeast-p1/MLS000375316-01,,Activator,10,78.8898,,Partial curve; partial efficacy,-5,4.4495,0.9758,76.1337,-2.7562,2.2,0 0 0 0,75.7041,,4.3724,-10.2135,7.5068,75.7041,QC'd by Enamine
398,22405801,2084785,Active,47,http://assay.nih.gov/htsws/rest/display/plp-yeast-p1/MLS000389879-01,,Activator,4.4668,152.408,,Partial curve; high efficacy,-5.35,4.9549,0.9998,159.804,7.3955,2.1,0 0 0 1,10.4819,,8.1935,6.4566,140.921,10.4819,QC'd by Enamine
399,22405855,5400585,Active,46,http://assay.nih.gov/htsws/rest/display/plp-yeast-p1/MLS000585265-01,,Activator,3.1623,108.379,,Partial curve; high efficacy,-5.5,1.9887,0.9999,114.879,6.5,2.1,0 0 0 1,5.5362,,7.5949,22.0385,94.318,5.5362,QC'd by Chem Div
400,22405952,135466091,Active,43,http://assay.nih.gov/htsws/rest/display/plp-yeast-p1/MLS000392535-01,,Activator,14.1254,167.146,,Partial curve; high efficacy,-4.85,4.9549,0.9993,171.338,4.1915,2.1,0 0 0 0,168.972,,6.5082,1.3111,7.7377,168.972,QC'd by Enamine
401,22406154,135521586,Active,53,http://assay.nih.gov/htsws/rest/display/plp-yeast-p1/MLS000392557-01,,Activator,11.2202,598.218,,Partial curve; high efficacy,-4.95,2.0937,0.9998,598.218,0,2.1,0 0 0 0,541.864,,1.5752,11.5764,143.401,541.864,QC'd by Enamine
402,22406209,135521587,Active,59,http://assay.nih.gov/htsws/rest/display/plp-yeast-p1/MLS000395026-01,,Activator,3.1623,376.591,,Partial curve; high efficacy,-5.5,2.2481,0.9999,381.301,4.7102,2.1,0 0 0 1,103.138,,6.9478,48.7711,320.96,103.138,QC'd by Enamine
403,22406499,2677570,Active,49,http://assay.nih.gov/htsws/rest/display/plp-yeast-p1/MLS000389157-01,,Activator,3.9811,197.776,,Partial curve; high efficacy,-5.4,3.2475,1,208.531,10.755,2.1,0 0 0 1,-24.8006,,10.9601,16.3709,176.422,-24.8006,QC'd by Enamine
404,22406516,4230488,Active,41,http://assay.nih.gov/htsws/rest/display/plp-yeast-p1/MLS000416314-01,,Activator,11.2202,38.9444,,Partial curve; partial efficacy,-4.95,4.095,0.9805,62.2475,23.3032,2.2,0 0 0 0,61.9417,,20.1568,26.6343,27.025,61.9417,QC'd by Enamine
405,22406686,9625660,Active,51,http://assay.nih.gov/htsws/rest/display/plp-yeast-p1/MLS000392540-01,,Activator,2.8184,211.901,,Partial curve; high efficacy,-5.55,3.132,1,206.994,-4.9061,2.1,0 0 0 1,-3.4239,,-4.912,12.9447,192.732,-3.4239,QC'd by Enamine
406,22406756,135466207,Active,44,http://assay.nih.gov/htsws/rest/display/plp-yeast-p1/MLS000392180-01,,Activator,12.5893,200.075,,Partial curve; high efficacy,-4.9,1.8079,0.9815,202.021,1.9461,2.1,0 0 0 0,172.667,,-10.5958,19.1103,46.4209,172.667,QC'd by Enamine
407,22406884,5398550,Active,42,http://assay.nih.gov/htsws/rest/display/plp-yeast-p1/MLS000392488-01,,Activator,12.5893,92.282,,Partial curve; high efficacy,-4.9,3.6272,0.9787,101.624,9.3417,2.1,0 0 0 0,99.0484,,17.9674,2.4652,17.9001,99.0484,QC'd by Enamine
408,22406886,135481361,Active,51,http://assay.nih.gov/htsws/rest/display/plp-yeast-p1/MLS000392489-01,,Activator,4.4668,280.808,,Partial curve; high efficacy,-5.35,1.9282,0.9995,269.328,-11.4805,2.1,0 0 0 0,265.609,,-7.2929,9.9601,177.838,265.609,QC'd by Enamine
409,22406910,775147,Active,42,http://assay.nih.gov/htsws/rest/display/plp-yeast-p1/MLS000392485-01,,Activator,12.5893,90.1519,,Partial curve; high efficacy,-4.9,4.095,0.9964,95.0006,4.8487,2.1,0 0 0 0,93.1379,,1.6247,7.9513,10.4927,93.1379,QC'd by Enamine
410,22406911,135521605,Active,48,http://assay.nih.gov/htsws/rest/display/plp-yeast-p1/MLS000392499-01,,Activator,11.2202,357.683,,Partial curve; high efficacy,-4.95,3.6772,0.9971,359.051,1.3677,2.1,0 0 0 0,352.011,,-9.4014,12.8911,42.6677,352.011,QC'd by Enamine
411,22407336,135468790,Active,44,http://assay.nih.gov/htsws/rest/display/plp-yeast-p1/MLS000416376-01,,Activator,10,161.64,,Partial curve; high efficacy,-5,4.4495,0.9915,155.634,-6.0059,2.1,0 0 0 0,155.323,,2.685,-14.9367,15.4478,155.323,QC'd by Enamine
412,22407391,4548579,Active,60,http://assay.nih.gov/htsws/rest/display/plp-yeast-p1/MLS000390237-01,,Activator,2.8184,399.932,,Partial curve; high efficacy,-5.55,3.9295,1,386.776,-13.1565,2.1,0 0 0 1,-3.491,,-12.5687,5.8983,372.616,-3.491,QC'd by Enamine
413,22407859,2622645,Active,52,http://assay.nih.gov/htsws/rest/display/plp-yeast-p1/MLS000389004-01,,Activator,3.5481,244.887,,Partial curve; high efficacy,-5.45,3.6272,1,245.998,1.1105,2.1,0 0 0 1,-6.4312,,0.7266,7.0945,222.824,-6.4312,QC'd by Enamine
414,22407894,6904454,Active,42,http://assay.nih.gov/htsws/rest/display/plp-yeast-p1/MLS000392404-01,,Activator,12.5893,96.1582,,Partial curve; partial efficacy,-4.9,1.2876,0.9999,89.9705,-6.1878,2.2,0 0 0 0,68.4912,,-6.0297,-0.82,23.022,68.4912,QC'd by Enamine
415,22408077,6904313,Active,41,http://assay.nih.gov/htsws/rest/display/plp-yeast-p1/MLS000392433-01,,Activator,19.9526,69.018,,Partial curve; partial efficacy,-4.7,4.9549,0.9981,77.518,8.5,2.2,0 0 0 0,72.0453,,8.8562,9.7171,6.7106,72.0453,QC'd by Enamine
416,22408517,6905413,Active,43,http://assay.nih.gov/htsws/rest/display/plp-yeast-p1/MLS000389382-01,,Activator,7.0795,89.3205,,Partial curve; high efficacy,-5.15,1.8851,0.9895,88.6873,-0.6332,2.1,0 0 0 0,83.5097,,3.9532,-2.1402,42.9032,83.5097,QC'd by Enamine
417,22409736,135521623,Active,87,http://assay.nih.gov/htsws/rest/display/plp-yeast-p1/MLS000401636-01,,Activator,4.4668,178.199,,Complete curve; high efficacy,-5.35,3.99,0.9962,166.433,-11.7661,1.1,0 0 0 0,164.135,,-5.328,-17.3677,137.73,164.135,QC'd by Enamine
418,22409764,135521626,Active,42,http://assay.nih.gov/htsws/rest/display/plp-yeast-p1/MLS000401583-01,,Activator,10,65.647,,Partial curve; partial efficacy,-5,1.9673,0.9287,70.8803,5.2333,2.2,0 0 0 0,65.0787,,15.9282,-0.9683,25.5078,65.0787,QC'd by Enamine
419,22409838,2383064,Active,45,http://assay.nih.gov/htsws/rest/display/plp-yeast-p1/MLS000391391-01,,Activator,14.1254,279.981,,Partial curve; high efficacy,-4.85,4.9549,0.9999,279.536,-0.4459,2.1,0 0 0 0,275.676,,1.7672,-1.5266,6.4178,275.676,QC'd by Enamine
420,22410010,2504528,Active,46,http://assay.nih.gov/htsws/rest/display/plp-yeast-p1/MLS000335800-01,,Activator,11.2202,285.194,,Partial curve; high efficacy,-4.95,4.9549,0.9967,284.702,-0.4921,2.1,0 0 0 0,284.134,,9.4561,-10.2219,17.3243,284.134,QC'd by Enamine
421,22410424,135401252,Active,53,http://assay.nih.gov/htsws/rest/display/plp-yeast-p1/MLS000393538-01,,Activator,5.0119,324.597,,Partial curve; high efficacy,-5.3,1.9282,0.9999,326.182,1.5849,2.1,0 0 0 0,319.786,,2.8088,24.8725,204.117,319.786,QC'd by Enamine
422,22410464,135401258,Active,49,http://assay.nih.gov/htsws/rest/display/plp-yeast-p1/MLS000336744-01,,Activator,3.1623,186.268,,Partial curve; high efficacy,-5.5,3.132,0.9999,185.264,-1.0041,2.1,0 0 0 1,21.3275,,-1.5424,11.0121,167.812,21.3275,QC'd by Enamine
423,22410528,15945355,Active,43,http://assay.nih.gov/htsws/rest/display/plp-yeast-p1/MLS000394335-01,,Activator,19.9526,247.885,,Partial curve; high efficacy,-4.7,4.9549,0.9957,270.632,22.7463,2.1,0 0 0 0,251.985,,27.8467,27.215,12.5496,251.985,QC'd by Enamine
424,22410691,135401274,Active,48,http://assay.nih.gov/htsws/rest/display/plp-yeast-p1/MLS000393499-01,,Activator,7.9433,297.704,,Partial curve; high efficacy,-5.1,1.8851,0.9997,280.746,-16.9587,2.1,0 0 0 0,259.95,,-15.279,-10.0399,107.965,259.95,QC'd by Enamine
425,22410780,4128964,Active,49,http://assay.nih.gov/htsws/rest/display/plp-yeast-p1/MLS000394270-01,,Activator,4.4668,208.126,,Partial curve; high efficacy,-5.35,2.4064,1,216.345,8.2186,2.1,0 0 0 0,214.628,,9.1633,18.765,157.999,214.628,QC'd by Enamine
426,22410790,135401277,Active,51,http://assay.nih.gov/htsws/rest/display/plp-yeast-p1/MLS000336733-01,,Activator,5.0119,275.593,,Partial curve; high efficacy,-5.3,3.0654,0.9957,276.67,1.0762,2.1,0 0 0 0,276.117,,12.6517,-4.9589,192.041,276.117,QC'd by Enamine
427,22411060,3657896,Active,42,http://assay.nih.gov/htsws/rest/display/plp-yeast-p1/MLS000707559-01,,Activator,12.5893,98.2873,,Partial curve; partial efficacy,-4.9,1.8579,0.9973,88.584,-9.7034,2.2,0 0 0 0,74.5667,,-12.38,-5.9272,12.7672,74.5667,QC'd by Enamine
428,22411105,135401294,Active,60,http://assay.nih.gov/htsws/rest/display/plp-yeast-p1/MLS000408882-01,,Activator,2.8184,389.892,,Partial curve; high efficacy,-5.55,2.2481,1,385.174,-4.718,2.1,0 0 0 1,-62.2872,,-2.528,55.9357,334.353,-62.2872,QC'd by Enamine
429,22411292,135401302,Active,52,http://assay.nih.gov/htsws/rest/display/plp-yeast-p1/MLS000417457-01,,Activator,5.0119,305.513,,Partial curve; high efficacy,-5.3,2.7202,0.9987,295.789,-9.7245,2.1,0 0 0 0,296.977,,-3.9494,-5.5824,191.556,296.977,QC'd by Enamine
430,22411408,4570895,Active,77,http://assay.nih.gov/htsws/rest/display/plp-yeast-p1/MLS000393808-01,,Activator,3.1623,735.749,,Partial curve; high efficacy,-5.5,4.9549,1,735.749,0,2.1,0 0 0 1,-8.7984,,1.0148,10.4257,717.104,-8.7984,QC'd by Enamine
431,22411814,848608,Active,47,http://assay.nih.gov/htsws/rest/display/plp-yeast-p1/MLS000698667-01,,Activator,2.5119,123.321,,Partial curve; high efficacy,-5.6,3.5722,1,122.238,-1.0828,2.1,1 0 0 1,14.6465,,20.8969,10.17,118.448,14.6465,QC'd by Specs
432,22411827,6392809,Active,42,http://assay.nih.gov/htsws/rest/display/plp-yeast-p1/MLS000701376-01,,Activator,10,66.6946,,Partial curve; partial efficacy,-5,4.045,0.9967,63.8583,-2.8364,2.2,0 0 0 0,63.1758,,-4.9421,-0.4654,7.6262,63.1758,QC'd by Specs
433,22412091,135401349,Active,44,http://assay.nih.gov/htsws/rest/display/plp-yeast-p1/MLS000705602-01,,Activator,11.2202,181.728,,Partial curve; high efficacy,-4.95,1.4781,0.9998,175.025,-6.7032,2.1,0 0 0 0,145.129,,-5.586,1.4987,48.7077,145.129,QC'd by Specs
